WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE
"POINT (133.933291653947 -22.3500137640767)","246680",NT_14812,"14812",Marine Bore,BORE,WATER POINT,HYDROLOGY,-22.35,133.9333,NT,2024/03/01 01:51:42
"POINT (133.353691580834 -21.4322137821384)","246681",NT_15696,"15696",Mount Peake Creek Bore,BORE,WATER POINT,HYDROLOGY,-21.4322,133.3537,NT,2024/03/01 01:51:42
"POINT (133.585291648069 -23.5143137626879)","246682",NT_14256,"14256",Kunoth Bore,BORE,WATER POINT,HYDROLOGY,-23.5143,133.5853,NT,2024/03/01 01:51:42
"POINT (134.049991664764 -22.3500137616096)","246683",NT_14260,"14260",Kuraljan Bore,BORE,WATER POINT,HYDROLOGY,-22.35,134.05,NT,2024/03/01 01:51:42
"POINT (134.116691670526 -22.3333137602952)","246684",NT_14263,"14263",Kuripindi Bore,BORE,WATER POINT,HYDROLOGY,-22.3333,134.1167,NT,2024/03/01 01:51:42
"POINT (134.816691728152 -22.0833137459149)","246685",NT_14268,"14268",Kurrajong Bore,BORE,WATER POINT,HYDROLOGY,-22.0833,134.8167,NT,2024/03/01 01:51:42
"POINT (134.833291626689 -18.3500137736003)","246686",NT_14281,"14281",L Bore,BORE,WATER POINT,HYDROLOGY,-18.35,134.8333,NT,2024/03/01 01:51:42
"POINT (134.499991713647 -22.6167137495933)","246687",NT_14284,"14284",L W L Bore,BORE,WATER POINT,HYDROLOGY,-22.6167,134.5,NT,2024/03/01 01:51:42
"POINT (133.649991544573 -18.5667137978239)","246688",NT_14287,"14287",Ladabah Bore,BORE,WATER POINT,HYDROLOGY,-18.5667,133.65,NT,2024/03/01 01:51:42
"POINT (137.183291974665 -22.8667136696397)","246689",NT_14851,"14851",Mars Bore,BORE,WATER POINT,HYDROLOGY,-22.8667,137.1833,NT,2024/03/01 01:51:42
"POINT (133.34999161517 -23.066713770364)","246690",NT_14855,"14855",Marshall Bore,BORE,WATER POINT,HYDROLOGY,-23.0667,133.35,NT,2024/03/01 01:51:42
"POINT (135.626391824478 -22.7771137193857)","246691",NT_14856,"14856",Marshall Bore,BORE,WATER POINT,HYDROLOGY,-22.7771,135.6264,NT,2024/03/01 01:51:42
"POINT (134.095791543851 -17.0990137999539)","246692",NT_14861,"14861",Martyrs Tree Bore,BORE,WATER POINT,HYDROLOGY,-17.099,134.0958,NT,2024/03/01 01:51:42
"POINT (134.837291838244 -25.7527137188372)","246693",NT_14863,"14863",Mary Ann Bore,BORE,WATER POINT,HYDROLOGY,-25.7527,134.8373,NT,2024/03/01 01:51:42
"POINT (133.049091551863 -21.3257137882932)","246694",NT_15733,"15733",Mount Rennie Bore,BORE,WATER POINT,HYDROLOGY,-21.3257,133.0491,NT,2024/03/01 01:51:42
"POINT (130.86779129069 -12.386713880698)","246695",NT_22928,"22928",Rapid Creek Water Gardens,BOTANIC GARDENS,COMMUNITY FACILITY,CULTURE,-12.3867,130.8678,NT,2024/03/01 01:51:42
"POINT (130.837091289658 -12.4448138804629)","246696",NT_3085,"3085",George Brown Darwin Botanic Gardens,BOTANIC GARDENS,COMMUNITY FACILITY,CULTURE,-12.4448,130.8371,NT,2024/03/01 01:51:42
"POINT (133.883591682188 -23.7068137552965)","246697",NT_3160,"3160",Olive Pink Botanic Garden,BOTANIC GARDENS,COMMUNITY FACILITY,CULTURE,-23.7068,133.8836,NT,2024/03/01 01:51:42
"POINT (131.725791331579 -12.4876138726027)","246699",NT_18314,"18314",Shady Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-12.4876,131.7258,NT,2024/03/01 01:51:42
"POINT (136.08139164666 -16.1360137571283)","246700",NT_18165,"18165",Ryan Bend,CAMP GROUND,ACCOMMODATION,CULTURE,-16.136,136.0814,NT,2024/03/01 01:51:42
"POINT (133.795591672476 -23.6672137573942)","246701",NT_23983,"23983",Wallaby Gap,CAMP GROUND,ACCOMMODATION,CULTURE,-23.6672,133.7956,NT,2024/03/01 01:51:42
"POINT (133.620591655103 -23.6678137608973)","246702",NT_23988,"23988",Mulga Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-23.6678,133.6206,NT,2024/03/01 01:51:42
"POINT (133.493091643018 -23.6939137631834)","246703",NT_23991,"23991",Millers Flat,CAMP GROUND,ACCOMMODATION,CULTURE,-23.6939,133.4931,NT,2024/03/01 01:51:42
"POINT (129.099991205539 -15.7593138611421)","246704",NT_21463,"21463",Jarrnarm Camp Ground,CAMP GROUND,ACCOMMODATION,CULTURE,-15.7593,129.1,NT,2024/03/01 01:51:42
"POINT (137.040791695556 -15.8305137292252)","246705",NT_20598,"20598",Clarkson Point Fishing Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-15.8305,137.0408,NT,2024/03/01 01:51:42
"POINT (131.822691336584 -12.5297138712522)","246706",NT_20689,"20689",Littlejohn Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-12.5297,131.8227,NT,2024/03/01 01:51:42
"POINT (129.049291202293 -15.8748138602724)","246707",NT_20692,"20692",Gurrandalng Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-15.8748,129.0493,NT,2024/03/01 01:51:42
"POINT (131.595291349119 -14.7584138567276)","246708",NT_20856,"20856",Djurrung Campground,CAMP GROUND,ACCOMMODATION,CULTURE,-14.7584,131.5953,NT,2024/03/01 01:51:42
"POINT (130.201291274321 -15.8876138582611)","246709",NT_20738,"20738",Drovers Rest,CAMP GROUND,ACCOMMODATION,CULTURE,-15.8876,130.2013,NT,2024/03/01 01:51:42
"POINT (130.401391285347 -15.6122138593682)","246710",NT_20745,"20745",Big Horse Camping Ground,CAMP GROUND,ACCOMMODATION,CULTURE,-15.6122,130.4014,NT,2024/03/01 01:51:42
"POINT (132.806991394337 -13.2677138527906)","246711",NT_21049,"21049",Jim Jim Falls Camping Ground,CAMP GROUND,ACCOMMODATION,CULTURE,-13.2677,132.807,NT,2024/03/01 01:51:42
"POINT (132.769191386719 -12.9008138561911)","246712",NT_21057,"21057",Sandy Creek Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.9008,132.7692,NT,2024/03/01 01:51:42
"POINT (132.741491383261 -12.7636138576634)","246713",NT_21064,"21064",Malabanbandju Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.7636,132.7415,NT,2024/03/01 01:51:42
"POINT (132.757491384191 -12.7742138573436)","246714",NT_21065,"21065",Burdulba Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.7742,132.7575,NT,2024/03/01 01:51:42
"POINT (132.878391385019 -12.4636138579145)","246715",NT_21072,"21072",Djaburluku Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.4636,132.8784,NT,2024/03/01 01:51:42
"POINT (132.872491386199 -12.5549138572981)","246716",NT_21074,"21074",Gadjuduba Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.5549,132.8725,NT,2024/03/01 01:51:42
"POINT (135.506491585446 -15.261213780289)","246717",NT_20246,"20246",Limmen Bight Fishing Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-15.2612,135.5065,NT,2024/03/01 01:51:42
"POINT (131.621891328881 -12.6970138720659)","246718",NT_20529,"20529",Corroboree Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-12.697,131.6219,NT,2024/03/01 01:51:42
"POINT (132.150691354067 -12.6940138662061)","246719",NT_21101,"21101",Two Mile Hole Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.694,132.1507,NT,2024/03/01 01:51:42
"POINT (132.213991355756 -12.5920138662035)","246720",NT_21102,"21102",Four Mile Hole Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.592,132.214,NT,2024/03/01 01:51:42
"POINT (132.365691364328 -12.6955138634564)","246721",NT_21106,"21106",Naramu Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-12.6955,132.3657,NT,2024/03/01 01:51:42
"POINT (132.953591388138 -12.4404138569243)","246722",NT_21117,"21117",Merl Camping Area,CAMP GROUND,ACCOMMODATION,CULTURE,-12.4404,132.9536,NT,2024/03/01 01:51:42
"POINT (136.75369167175 -15.647913740166)","246723",NT_20557,"20557",Camp Beach Fishing Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-15.6479,136.7537,NT,2024/03/01 01:51:42
"POINT (136.844891688917 -15.9816137345326)","246724",NT_20561,"20561",Manangoora Fishing Camp,CAMP GROUND,ACCOMMODATION,CULTURE,-15.9816,136.8449,NT,2024/03/01 01:51:42
"POINT (136.557391666485 -15.8423137448999)","246725",NT_20566,"20566",Muddy Gully,CAMP GROUND,ACCOMMODATION,CULTURE,-15.8423,136.5574,NT,2024/03/01 01:51:42
"POINT (131.620991331009 -12.9064138704818)","246726",NT_23471,"23471",Mark River Park,CAMP GROUND,ACCOMMODATION,CULTURE,-12.9064,131.621,NT,2024/03/01 01:51:42
"POINT (131.588491328822 -12.8473138712537)","246727",NT_23472,"23472",Goanna Park,CAMP GROUND,ACCOMMODATION,CULTURE,-12.8473,131.5885,NT,2024/03/01 01:51:42
"POINT (129.869391251961 -15.3222138635345)","246728",NT_11099,"11099",Bottle Glen,CAMP GROUND,ACCOMMODATION,CULTURE,-15.3222,129.8694,NT,2024/03/01 01:51:42
"POINT (130.4257912896 -16.1165138555366)","246729",NT_11346,"11346",Bullita,CAMP GROUND,ACCOMMODATION,CULTURE,-16.1165,130.4258,NT,2024/03/01 01:51:42
"POINT (130.024791249674 -11.7984138891773)","246730",NT_11546,"11546",Cape Fourcroy,CAPE,LANDFORM,TERRAIN,-11.7984,130.0248,NT,2024/03/01 01:51:42
"POINT (130.964291291897 -11.9385138834228)","246731",NT_11547,"11547",Cape Gambier,CAPE,LANDFORM,TERRAIN,-11.9385,130.9643,NT,2024/03/01 01:51:42
"POINT (136.666391577749 -13.005113764192)","246732",NT_11548,"11548",Cape Grey,CAPE,LANDFORM,TERRAIN,-13.0051,136.6664,NT,2024/03/01 01:51:42
"POINT (130.409491270289 -12.5715138819182)","246733",NT_11549,"11549",Cape Grose,CAPE,LANDFORM,TERRAIN,-12.5715,130.4095,NT,2024/03/01 01:51:42
"POINT (129.478391227323 -14.051813873526)","246734",NT_11550,"11550",Cape Hay,CAPE,LANDFORM,TERRAIN,-14.0518,129.4784,NT,2024/03/01 01:51:42
"POINT (130.074691251451 -11.6713138899752)","246735",NT_11551,"11551",Cape Helvetius,CAPE,LANDFORM,TERRAIN,-11.6713,130.0747,NT,2024/03/01 01:51:42
"POINT (131.296891307595 -12.0445138800325)","246736",NT_11552,"11552",Cape Hotham,CAPE,LANDFORM,TERRAIN,-12.0445,131.2969,NT,2024/03/01 01:51:42
"POINT (131.470091311191 -11.6060138818391)","246737",NT_11556,"11556",Cape Keith,CAPE,LANDFORM,TERRAIN,-11.606,131.4701,NT,2024/03/01 01:51:42
"POINT (130.658091274801 -11.343013889872)","246738",NT_11557,"11557",Cape Lavery,CAPE,LANDFORM,TERRAIN,-11.343,130.6581,NT,2024/03/01 01:51:42
"POINT (136.175991528882 -12.1854137858746)","246739",NT_11558,"11558",Cape Newbald,CAPE,LANDFORM,TERRAIN,-12.1854,136.176,NT,2024/03/01 01:51:42
"POINT (136.880291674418 -15.5069137371546)","246740",NT_11559,"11559",Cape Pellew,CAPE,LANDFORM,TERRAIN,-15.5069,136.8803,NT,2024/03/01 01:51:42
"POINT (129.81719124436 -13.505413877028)","246741",NT_11560,"11560",Cape Scott,CAPE,LANDFORM,TERRAIN,-13.5054,129.8172,NT,2024/03/01 01:51:42
"POINT (136.339791571967 -13.3201137718135)","246742",NT_11561,"11561",Cape Shield,CAPE,LANDFORM,TERRAIN,-13.3201,136.3398,NT,2024/03/01 01:51:42
"POINT (134.749991459299 -11.9500138255951)","246743",NT_11563,"11563",Cape Stewart,CAPE,LANDFORM,TERRAIN,-11.95,134.75,NT,2024/03/01 01:51:42
"POINT (130.374791262173 -11.171213892594)","246744",NT_11564,"11564",Cape Van Diemen,CAPE,LANDFORM,TERRAIN,-11.1712,130.3748,NT,2024/03/01 01:51:42
"POINT (136.992291683868 -15.5854137328106)","246745",NT_11565,"11565",Cape Vanderlin,CAPE,LANDFORM,TERRAIN,-15.5854,136.9923,NT,2024/03/01 01:51:42
"POINT (136.760191515887 -11.0022137774761)","246746",NT_11566,"11566",Cape Wessel,CAPE,LANDFORM,TERRAIN,-11.0022,136.7602,NT,2024/03/01 01:51:42
"POINT (136.550691537415 -11.9314137765348)","246747",NT_11567,"11567",Cape Wilberforce,CAPE,LANDFORM,TERRAIN,-11.9314,136.5507,NT,2024/03/01 01:51:42
"POINT (136.782091555006 -12.1582137673536)","246748",NT_11569,"11569",Cape Wirawawoi,CAPE,LANDFORM,TERRAIN,-12.1582,136.7821,NT,2024/03/01 01:51:42
"POINT (136.977991570062 -12.344213759444)","246749",NT_11534,"11534",Cape Arnhem,CAPE,LANDFORM,TERRAIN,-12.3442,136.978,NT,2024/03/01 01:51:42
"POINT (136.079991569293 -13.6547137768917)","246750",NT_11535,"11535",Cape Barrow,CAPE,LANDFORM,TERRAIN,-13.6547,136.08,NT,2024/03/01 01:51:42
"POINT (136.949391636373 -14.3058137445072)","246751",NT_11536,"11536",Cape Beatrice,CAPE,LANDFORM,TERRAIN,-14.3058,136.9494,NT,2024/03/01 01:51:42
"POINT (132.866691366654 -11.3333138668729)","246752",NT_11537,"11537",Cape Cockburn,CAPE,LANDFORM,TERRAIN,-11.3333,132.8667,NT,2024/03/01 01:51:42
"POINT (132.599991350545 -10.9833138734992)","246753",NT_11540,"11540",Cape Croker,CAPE,LANDFORM,TERRAIN,-10.9833,132.6,NT,2024/03/01 01:51:42
"POINT (129.716691239915 -13.8947138743612)","246754",NT_11541,"11541",Cape Dombey,CAPE,LANDFORM,TERRAIN,-13.8947,129.7167,NT,2024/03/01 01:51:42
"POINT (131.75949132032 -11.3012138813301)","246755",NT_11542,"11542",Cape Don,CAPE,LANDFORM,TERRAIN,-11.3012,131.7595,NT,2024/03/01 01:51:42
"POINT (131.339291302545 -11.2632138856204)","246756",NT_11544,"11544",Cape Fleeming,CAPE,LANDFORM,TERRAIN,-11.2632,131.3393,NT,2024/03/01 01:51:42
"POINT (129.895091248214 -13.4436138772976)","246757",NT_11545,"11545",Cape Ford,CAPE,LANDFORM,TERRAIN,-13.4436,129.8951,NT,2024/03/01 01:51:42
"POINT (134.242391698555 -22.9682137529049)","246758",NT_23413,"23413",Gem Tree Caravan Park,CARAVAN PARK,ACCOMMODATION,CULTURE,-22.9682,134.2424,NT,2024/03/01 01:51:42
"POINT (129.105091205827 -15.8047138608176)","246759",NT_21464,"21464",Nganalam Art Site,CAVE,LANDFORM,TERRAIN,-15.8047,129.1051,NT,2024/03/01 01:51:42
"POINT (136.068691640808 -15.9757137587683)","246760",NT_20277,"20277",Ngambingambi Sinkhole,CAVE,LANDFORM,TERRAIN,-15.9757,136.0687,NT,2024/03/01 01:51:42
"POINT (132.816991388116 -12.8424138559219)","246761",NT_21059,"21059",Nangaloar Gallery,CAVE,LANDFORM,TERRAIN,-12.8424,132.817,NT,2024/03/01 01:51:42
"POINT (132.794391387415 -12.8672138560721)","246762",NT_21061,"21061",Anbangbang Shelter,CAVE,LANDFORM,TERRAIN,-12.8672,132.7944,NT,2024/03/01 01:51:42
"POINT (132.467491396277 -14.5822138476359)","246763",NT_12124,"12124",Cutta Cutta Cave,CAVE,LANDFORM,TERRAIN,-14.5822,132.4675,NT,2024/03/01 01:51:42
"POINT (130.864591290398 -12.3659138808762)","246764",NT_12469,"12469",Dripstone Caves,CAVE,LANDFORM,TERRAIN,-12.3659,130.8646,NT,2024/03/01 01:51:42
"POINT (137.747191791379 -17.1697136936529)","246765",NT_14881,"14881",Mastertons Cave,CAVE,LANDFORM,TERRAIN,-17.1697,137.7472,NT,2024/03/01 01:51:42
"POINT (129.399991236452 -25.0333137964608)","246766",NT_14363,"14363",Lasseters Cave,CAVE,LANDFORM,TERRAIN,-25.0333,129.4,NT,2024/03/01 01:51:42
"POINT (132.155991376457 -14.4055138530765)","246767",NT_14188,"14188",Kintore Cave,CAVE,LANDFORM,TERRAIN,-14.4055,132.156,NT,2024/03/01 01:51:42
"POINT (135.086091872288 -25.9639137109714)","246768",NT_18336,"18336",Sharpes Grave,CEMETERY,COMMUNITY FACILITY,CULTURE,-25.9639,135.0861,NT,2024/03/01 01:51:42
"POINT (131.837791352232 -13.8378138611263)","246769",NT_23857,"23857",Pine Creek Chinese Burial Ground,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.8378,131.8378,NT,2024/03/01 01:51:42
"POINT (130.652191318898 -18.3223138381398)","246770",NT_23860,"23860",Lajamanu Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-18.3223,130.6522,NT,2024/03/01 01:51:42
"POINT (130.840291289753 -12.4368138805022)","246771",NT_23911,"23911",Palmerston Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.4368,130.8403,NT,2024/03/01 01:51:42
"POINT (130.848791290209 -12.4454138803814)","246772",NT_23912,"23912",Darwin Chinese Memorial Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.4454,130.8488,NT,2024/03/01 01:51:42
"POINT (132.269391383233 -14.4418138513588)","246773",NT_21646,"21646",Katherine Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.4418,132.2694,NT,2024/03/01 01:51:42
"POINT (133.99789171565 -24.5789137466553)","246774",NT_21757,"21757",Kraegens Grave,CEMETERY,COMMUNITY FACILITY,CULTURE,-24.5789,133.9979,NT,2024/03/01 01:51:42
"POINT (133.249291637087 -24.5470137616731)","246775",NT_23777,"23777",Henbury Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-24.547,133.2493,NT,2024/03/01 01:51:42
"POINT (130.846391326331 -17.4389138432644)","246776",NT_23613,"23613",Kalkarindji Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-17.4389,130.8464,NT,2024/03/01 01:51:42
"POINT (133.863691680139 -23.7040137557297)","246777",NT_22707,"22707",Alice Springs General Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.704,133.8637,NT,2024/03/01 01:51:42
"POINT (133.88879163036 -21.5302137710016)","246778",NT_22713,"22713",Barrow Creek Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-21.5302,133.8888,NT,2024/03/01 01:51:42
"POINT (136.31339165813 -16.0432137508877)","246779",NT_22716,"22716",Borroloola Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-16.0432,136.3134,NT,2024/03/01 01:51:42
"POINT (131.441091327742 -13.4767138678903)","246780",NT_22720,"22720",Brocks Creek Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.4767,131.4411,NT,2024/03/01 01:51:42
"POINT (131.702491341784 -13.535813864869)","246781",NT_22730,"22730",Burrundie Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.5358,131.7025,NT,2024/03/01 01:51:42
"POINT (130.697191290795 -13.6722138721293)","246782",NT_22733,"22733",Daly River Copper Mine Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.6722,130.6972,NT,2024/03/01 01:51:42
"POINT (130.763891293543 -13.5611138725464)","246783",NT_22736,"22736",Noltenius Billabong Grave,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.5611,130.7639,NT,2024/03/01 01:51:42
"POINT (132.249391382316 -14.4561138515084)","246784",NT_22741,"22741",Emungalan Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.4561,132.2494,NT,2024/03/01 01:51:42
"POINT (130.424491265394 -11.4189138905035)","246785",NT_22744,"22744",Fort Dundas Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-11.4189,130.4245,NT,2024/03/01 01:51:42
"POINT (132.150491337292 -11.3627138764456)","246786",NT_22745,"22745",Fort Wellington,CEMETERY,COMMUNITY FACILITY,CULTURE,-11.3627,132.1505,NT,2024/03/01 01:51:42
"POINT (132.77849157661 -23.9460137739691)","246787",NT_22748,"22748",Hermannsburg Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.946,132.7785,NT,2024/03/01 01:51:42
"POINT (132.28019138377 -14.4372138512536)","246788",NT_22750,"22750",Knotts Crossing Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.4372,132.2802,NT,2024/03/01 01:51:42
"POINT (137.923091961652 -20.9686136572317)","246789",NT_22751,"22751",Lake Nash Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-20.9686,137.9231,NT,2024/03/01 01:51:42
"POINT (132.790191413765 -14.5435138432434)","246790",NT_22752,"22752",Maranboy Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.5435,132.7902,NT,2024/03/01 01:51:42
"POINT (134.677291742169 -23.0398137422895)","246791",NT_22754,"22754",Old Mount Riddock Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.0398,134.6773,NT,2024/03/01 01:51:42
"POINT (131.114491344504 -17.3851138415978)","246792",NT_22755,"22755",Wave Hill Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-17.3851,131.1145,NT,2024/03/01 01:51:42
"POINT (131.84659135238 -13.810413861237)","246793",NT_22758,"22758",Pine Creek Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.8104,131.8466,NT,2024/03/01 01:51:42
"POINT (131.545291333644 -13.5317138664837)","246794",NT_22759,"22759",Port Darwin Camp Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.5317,131.5453,NT,2024/03/01 01:51:42
"POINT (131.519191332757 -13.5772138663919)","246795",NT_22762,"22762",Shackle Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.5772,131.5192,NT,2024/03/01 01:51:42
"POINT (130.948691296969 -12.7320138775377)","246796",NT_22763,"22763",Southport Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.732,130.9487,NT,2024/03/01 01:51:42
"POINT (132.231291381859 -14.4969138514306)","246797",NT_22764,"22764",Springvale Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.4969,132.2313,NT,2024/03/01 01:51:42
"POINT (131.052891305477 -13.1796138734018)","246798",NT_22765,"22765",Stapleton Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.1796,131.0529,NT,2024/03/01 01:51:42
"POINT (134.651491565035 -16.4560137925259)","246799",NT_22766,"22766",Tanumbirini Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-16.456,134.6515,NT,2024/03/01 01:51:42
"POINT (134.186491610821 -19.6644137785578)","246800",NT_22767,"22767",Tennant Creek General Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-19.6644,134.1865,NT,2024/03/01 01:51:42
"POINT (130.613791298409 -15.6238138581237)","246801",NT_22768,"22768",Timber Creek Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-15.6238,130.6138,NT,2024/03/01 01:51:42
"POINT (137.972792022825 -22.2750136453007)","246802",NT_22769,"22769",Tobermorey Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-22.275,137.9728,NT,2024/03/01 01:51:42
"POINT (133.40569150245 -17.3632138114899)","246803",NT_22770,"22770",Newcastle Waters Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-17.3632,133.4057,NT,2024/03/01 01:51:42
"POINT (136.763991555053 -12.1838137677282)","246804",NT_22771,"22771",Nhulunbuy Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.1838,136.764,NT,2024/03/01 01:51:42
"POINT (131.835091351879 -13.8196138612942)","246805",NT_22772,"22772",Old Pine Creek Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.8196,131.8351,NT,2024/03/01 01:51:42
"POINT (131.014191329296 -16.4017138496454)","246806",NT_22773,"22773",Victoria River Downs Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-16.4017,131.0142,NT,2024/03/01 01:51:42
"POINT (131.791891348585 -13.7301138624452)","246807",NT_22774,"22774",Union Town Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.7301,131.7919,NT,2024/03/01 01:51:42
"POINT (137.945991806351 -17.2110136859235)","246808",NT_22775,"22775",Wollogorang Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-17.211,137.946,NT,2024/03/01 01:51:42
"POINT (134.473991498106 -14.1394138146467)","246809",NT_22776,"22776",Wongalara Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-14.1394,134.474,NT,2024/03/01 01:51:42
"POINT (131.580991353911 -15.2860138529077)","246810",NT_22777,"22777",Willeroo Station Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-15.286,131.581,NT,2024/03/01 01:51:42
"POINT (134.397191722526 -23.3095137469245)","246811",NT_22778,"22778",Winnecke Goldfields Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.3095,134.3972,NT,2024/03/01 01:51:42
"POINT (131.113091308915 -13.232213872542)","246812",NT_23767,"23767",Coomalie Bush Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.2322,131.1131,NT,2024/03/01 01:51:42
"POINT (130.965991295435 -12.4118138798317)","246813",NT_18942,"18942",Thorak Regional Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.4118,130.966,NT,2024/03/01 01:51:42
"POINT (131.109391308807 -13.2418138724986)","246814",NT_3241,"3241",Adelaide River Pioneer Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.2418,131.1094,NT,2024/03/01 01:51:42
"POINT (131.114191308959 -13.2308138725439)","246815",NT_3242,"3242",Adelaide River War Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.2308,131.1142,NT,2024/03/01 01:51:42
"POINT (133.524991514487 -17.552013807862)","246816",NT_3243,"3243",Elliott Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-17.552,133.525,NT,2024/03/01 01:51:42
"POINT (133.875791681233 -23.699513755511)","246817",NT_3245,"3245",Stuart Town Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.6995,133.8758,NT,2024/03/01 01:51:42
"POINT (131.113591308933 -13.2313138725449)","246818",NT_3246,"3246",Adelaide River Wartime Civilian Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-13.2313,131.1136,NT,2024/03/01 01:51:42
"POINT (130.834391289555 -12.4482138804549)","246819",NT_3248,"3248",Gardens Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.4482,130.8344,NT,2024/03/01 01:51:42
"POINT (130.875391291087 -12.3930138805996)","246820",NT_12221,"12221",Darwin General Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-12.393,130.8754,NT,2024/03/01 01:51:42
"POINT (133.116691441515 -15.0833138338991)","246821",NT_12646,"12646",Elsey Cemetery,CEMETERY,COMMUNITY FACILITY,CULTURE,-15.0833,133.1167,NT,2024/03/01 01:51:42
"POINT (133.819191675568 -23.6981137566895)","246822",NT_13923,"13923",John Flynns Grave,CEMETERY,COMMUNITY FACILITY,CULTURE,-23.6981,133.8192,NT,2024/03/01 01:51:42
"POINT (129.333091229302 -25.0438137964917)","246823",NT_14362,"14362",Lasseter Grave,CEMETERY,COMMUNITY FACILITY,CULTURE,-25.0438,129.3331,NT,2024/03/01 01:51:42
"POINT (136.913391680886 -15.6347137350409)","246824",NT_18273,"18273",Schofield Channel,PASSAGE,WATERBODY,HYDROLOGY,-15.6347,136.9134,NT,2024/03/01 01:51:42
"POINT (129.849891241489 -11.5754138912915)","246825",NT_21448,"21448",Bathurst Trench,PASSAGE,WATERBODY,HYDROLOGY,-11.5754,129.8499,NT,2024/03/01 01:51:42
