,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,Gender,Aboriginal Origins,IsIndigenous,Traditional Owner Group,Traditional Owner Description,Gazette Published date,Gazette Reference,Gazette URL,Historical Information,Origin Language,Australian Indigenous Language,Anzac Related Name,Date First Recorded Day,Date First Recorded Month,Date First Recorded Year,Source,Author,Title,Date Published Day,Date Published Month,Date Published Year,Publisher,Place of Publication,Pages(s),Editor,Chapter Title,Journal Name,Issue,Year,Newspaper,File Number,Site Owner,Page Title,Site Title,Url,Location,Type of Artefact,Cartographer,Scale,Informant,Tape Title,Tape Number,Municipal Name,Endorsed by Council,Council Minutes,Organisation Name,Endorsed by GPNAP,WKT
11585,VIC,MOIRA SHIRE,7138,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,145.1462279,-36.118484,14107,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1462279 -36.118484)
11586,VIC,MOIRA SHIRE,7139,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,144.9857719,-36.065547,14108,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9857719 -36.065547)
11587,VIC,INDIGO SHIRE,7140,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,146.6893512,-36.2188935,14109,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.6893512 -36.2188935)
11588,VIC,INDIGO SHIRE,7141,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,146.7291417,-36.3819883,14110,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.7291417 -36.3819883)
11589,VIC,ALPINE SHIRE,7142,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,147.0818693,-36.5979028,14112,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.0818693 -36.5979028)
11590,VIC,ALPINE SHIRE,7143,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,146.9342382,-36.7235761,14113,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.9342382 -36.7235761)
11591,VIC,EAST GIPPSLAND SHIRE,7144,DEEP CREEK,REGISTERED,WACO,WATERCOURSE,147.8018791,-36.8222346,14114,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.8018791 -36.8222346)
11592,VIC,GANNAWARRA SHIRE,7164,DEEP CREEK BRANCH,REGISTERED,WACO,WATERCOURSE,144.3918118,-35.868459,14134,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.3918118 -35.868459)
11593,VIC,GLENELG SHIRE,7165,DEEP CREEK BRIDGE,REGISTERED,ROBR,ROAD BRIDGE,141.3762867,-37.5616119,2268,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (141.3762867 -37.5616119)
11594,VIC,MANNINGHAM CITY,116777,DEEP CREEK CHILD CARE CENTRE,RECORDED,CHCA,CHILD CARE,145.1672729,-37.7607088,116532,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1672729 -37.7607088)
11595,VIC,CARDINIA SHIRE,7166,DEEP CREEK DRAIN,REGISTERED,DRAI,DRAIN,145.4793114,-38.1181813,14135,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4793114 -38.1181813)
11596,VIC,WELLINGTON SHIRE,7167,DEEP CREEK EAST BRANCH,REGISTERED,WACO,WATERCOURSE,146.5187975,-37.8848923,14136,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.5187975 -37.8848923)
11597,VIC,MANNINGHAM CITY,116778,DEEP CREEK PRESCHOOL,RECORDED,EAED,EARLY EDUCATION,145.1672729,-37.7607088,116533,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1672729 -37.7607088)
11598,VIC,SURF COAST SHIRE,121760,DEEP CREEK RESERVE,REGISTERED,PARK,PARK,144.3284244,-38.3211509,121155,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.3284244 -38.3211509)
11599,VIC,BAW BAW SHIRE,123116,DEEP CREEK STATE FOREST,REGISTERED,FRST,STATE FOREST,146.4463805,-37.8704341,122477,,,FALSE,,,2016-05-26,"G21, PAGE 1249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.4463805 -37.8704341)
11600,VIC,WELLINGTON SHIRE,7168,DEEP CREEK WEST BRANCH,REGISTERED,WACO,WATERCOURSE,146.5187975,-37.8848923,14137,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.5187975 -37.8848923)
11601,VIC,CENTRAL GOLDFIELDS SHIRE,7169,DEEP DAM,REGISTERED,DAM,DAM,143.6623118,-37.128395,2269,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.6623118 -37.128395)
11602,VIC,EAST GIPPSLAND SHIRE,7172,DEEP GULLY,REGISTERED,WACO,WATERCOURSE,147.5118111,-37.7015148,14138,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.5118111 -37.7015148)
11603,VIC,TOWONG SHIRE,7171,DEEP GULLY,REGISTERED,WACO,WATERCOURSE,147.3638202,-36.5487065,14111,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.3638202 -36.5487065)
11604,VIC,GOLDEN PLAINS SHIRE,7170,DEEP GULLY,REGISTERED,WACO,WATERCOURSE,143.6653031,-37.8392192,2270,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.6653031 -37.8392192)
11605,VIC,SURF COAST SHIRE,34200,DEEP GULLY,HISTORICAL,WACO,WATERCOURSE,144.1795099,-38.3937364,9420,,,FALSE,,,,,,"Traditional Name: Kuarka-dorla Explanation: place to catch mullet Discussion on Current Name: S flowing Ri that falls into Bass Strait,  previously known as Swampy Creek,  town of Anglesea takes its n from the Anglesea Ri (Gardner 1996: 11),  Buckley in Morgan 1967: 10,  Lane in Pascoe 2002.",Wathawurrung,Yes,,,,,Website,"Clark, Ian and Heydon, Toby",,,,2011,,,,,,,,,,,Victorian Aboriginal Corporation for Languages,,Victorian Aboriginal Corporation for Languages,http://www.vaclang.org.au,,,,,,,,,,,,,POINT (144.1795099 -38.3937364)
11606,VIC,ARARAT RURAL CITY,7173,DEEP LAKE,REGISTERED,LAKE,LAKE,143.0396567,-37.7899781,2271,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.0396567 -37.7899781)
11607,VIC,CORANGAMITE SHIRE,7174,DEEP LAKE,REGISTERED,LAKE,LAKE,143.1709875,-37.9287621,2272,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.1709875 -37.9287621)
11608,VIC,NORTHERN GRAMPIANS SHIRE,7176,DEEP LEAD,REGISTERED,RAST,RAIL STATION,142.7199511,-37.0099949,2274,,,FALSE,,,,,,"Traditional Name: Bvarree Explanation: N/A Discussion on Current Name: goldfield 1857, shafts sunk deep to reach lead,  Chauncy in Smyth 1878b: 205.",Djabwurrung,Yes,,,,,Website,"Clark, Ian and Heydon, Toby",,,,2011,,,,,,,,,,,Victorian Aboriginal Corporation for Languages,,Victorian Aboriginal Corporation for Languages,http://www.vaclang.org.au,,,,,,,,,,,,,POINT (142.7199511 -37.0099949)
11609,VIC,NORTHERN GRAMPIANS SHIRE,7176,DEEP LEAD,REGISTERED,RAST,RAIL STATION,142.7199511,-37.0099949,2274,,,FALSE,,,,,,"'So named when gold was discovered there, as the sinking was unusually deep for that district.'",,,,,,,Book,"O'Callaghan, Thos",Names of Victorian Railways Stations,,,1918,Government Printer,Melbourne,41,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.7199511 -37.0099949)
11610,VIC,NORTHERN GRAMPIANS SHIRE,100943,DEEP LEAD,REGISTERED,LOCB,LOCALITY,142.7130819,-36.998565,100929,,,FALSE,,,1998-09-24,"G38, p.2464",,"Traditional Name: Bvarree Explanation: N/A Discussion on Current Name: goldfield 1857, shafts sunk deep to reach lead,  Chauncy in Smyth 1878b: 205.",Djabwurrung,Yes,,,,,Website,"Clark, Ian and Heydon, Toby",,,,2011,,,,,,,,,,,Victorian Aboriginal Corporation for Languages,,Victorian Aboriginal Corporation for Languages,http://www.vaclang.org.au,,,,,,,,,,,,,POINT (142.7130819 -36.998565)
11611,VIC,NORTHERN GRAMPIANS SHIRE,7177,DEEP LEAD PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,142.7179231,-37.0131811,2275,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.7179231 -37.0131811)
11612,VIC,WELLINGTON SHIRE,7178,DEEP SADDLE,REGISTERED,PASS,PASS,146.4623708,-37.6131263,14139,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.4623708 -37.6131263)
11613,VIC,HEPBURN SHIRE,7179,DEEP SPRING,REGISTERED,SPRI,SPRING,144.0748672,-37.3490146,14140,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.0748672 -37.3490146)
11614,VIC,GLENELG SHIRE,7180,DEEP SWAMP,REGISTERED,WETL,WETLAND,141.0684908,-37.7025826,2276,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (141.0684908 -37.7025826)
11615,VIC,EAST GIPPSLAND SHIRE,123796,DEEP WATER MORASS,HISTORICAL,WETL,WETLAND,147.4002286,-37.8394716,27428,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.4002286 -37.8394716)
11616,VIC,BOROONDARA CITY,103819,DEEPDENE,REGISTERED,LOCB,LOCALITY,145.0680615,-37.8113757,103660,No Gender,,FALSE,,,2008-12-04,"G49, p2833",,"A Balwyn historical society article from 2010 shows the history of Deepdene stretches back to the early 1880s.

An area of land, called Deepdene Estate, was first advertised for sale on November 3 1883. The land was on the southeast corner of what is now Burke and Whitehorse roads intersection. 

It comprised about 6ha and was subdivided into 35 building allotments. The land had previously belonged to the market gardener, Henry Finger, in 1858 and then, in 1870, to Harry Curtis, also a market gardener.

The advertisement for the sale of land said &quot;the estate was so-called Deepdene after the celebrated estate of Mr (Thomas) Hope near London, in consequence of the extraordinary similarity of magnificent views from the two estates.

By 1889, architect David Askew built his home facing Whitehorse Road and named in Deepdene House.",,,,3,11,1883,Newspaper,"Gliddon, Greg",History of Deepdene goes back to 1880s,9,7,2013,,,3,,,,July,,Progress Leader,,,,,,,,,,,,,,,,,,POINT (145.0680615 -37.8113757)
11617,VIC,BOROONDARA CITY,103819,DEEPDENE,REGISTERED,LOCB,LOCALITY,145.0680615,-37.8113757,103660,No Gender,,FALSE,,,2008-12-04,"G49, p2833",,Named after the residence of Mr D.C. Askew near the south-east corner of Burke and Whitehorse Roads,Not recorded,,,,,,Book,"Blake, Les",Place Names of Victoria,,,1977,Rigby,Melbourne,80,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0680615 -37.8113757)
11618,VIC,BOROONDARA CITY,7183,DEEPDENE,HISTORICAL,NBHD,NEIGHBOURHOOD,145.0677837,-37.8130424,30638,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0677837 -37.8130424)
11619,VIC,BOROONDARA CITY,7182,DEEPDENE,ARCHIVED,TEEX,TELEPHONE EXCHANGE,145.0540337,-37.8090146,14142,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0540337 -37.8090146)
11620,VIC,BOROONDARA CITY,120574,DEEPDENE PARK,REGISTERED,PARK,PARK,145.068007,-37.8126835,120113,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.068007 -37.8126835)
11621,VIC,BOROONDARA CITY,116779,DEEPDENE PRESCHOOL,RECORDED,EAED,EARLY EDUCATION,145.0691459,-37.8103218,116534,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0691459 -37.8103218)
11622,VIC,BOROONDARA CITY,7184,DEEPDENE PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,145.0613609,-37.8083528,14143,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0613609 -37.8083528)
11623,VIC,MURRINDINDI SHIRE,7185,DEEPDENE SPRING,REGISTERED,SPRI,SPRING,145.4007003,-37.2681813,14144,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4007003 -37.2681813)
11624,VIC,SOUTH GIPPSLAND SHIRE,7186,DEER FLATS,REGISTERED,PLAI,PLAIN,146.3520302,-39.0699993,14145,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.3520302 -39.0699993)
11625,VIC,MURRINDINDI SHIRE,7187,DEER HOUND CREEK,REGISTERED,WACO,WATERCOURSE,146.104004,-37.5130176,14146,,,FALSE,,,,,,Big River State Forest. Rises near Pages Road and Corn Hill Track; tributary of the Big River.,,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.104004 -37.5130176)
11626,VIC,BRIMBANK CITY,100944,DEER PARK,REGISTERED,LOCB,LOCALITY,144.7688242,-37.770855,100930,No Gender,,FALSE,,,2003-05-29,G22 p.1259,,Name refers to the fact that the Melbourne Hunt Club kept deer in the district.,Not recorded,,,,,,Book,"Blake, Les",Place Names of Victoria,,,1977,Rigby,Melbourne,80,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7688242 -37.770855)
11627,VIC,BRIMBANK CITY,7190,DEER PARK,ARCHIVED,TEEX,TELEPHONE EXCHANGE,144.7734782,-37.77624,14149,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7734782 -37.77624)
11628,VIC,BRIMBANK CITY,7189,DEER PARK,REGISTERED,RAST,RAIL STATION,144.7725591,-37.7777227,14148,No Gender,,FALSE,,,,,,'So named from former depot for Melbourne Hunt Club's deer.',,,,,,,Book,"O'Callaghan, Thos",Names of Victorian Railways Stations,,,1918,Government Printer,Melbourne,41,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7725591 -37.7777227)
11629,VIC,BRIMBANK CITY,116780,DEER PARK CHILDRENS COMMUNITY CENTRE,RECORDED,EAED,EARLY EDUCATION,144.77584,-37.7713,116535,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.77584 -37.7713)
11630,VIC,BRIMBANK CITY,32179,DEER PARK HIGH SCHOOL,HISTORICAL,SESC,SECONDARY SCHOOL,144.766511,-37.7590408,14153,No Gender,,FALSE,,,,,,Named after Victoria University that is within close proximity.  ,,,,21,4,2011,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Departement of Education and Early Childhood Development,,POINT (144.766511 -37.7590408)
11631,VIC,BRIMBANK CITY,7191,DEER PARK NORTH PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,144.774035,-37.7561218,14150,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.774035 -37.7561218)
11632,VIC,BRIMBANK CITY,7192,DEER PARK PRIMARY SCHOOL,HISTORICAL,PRSC,PRIMARY SCHOOL,144.788004,-37.7588418,14151,No Gender,,FALSE,,,,,,Name change followed the recognition of Cairnlea as a suburb.,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Education,,POINT (144.788004 -37.7588418)
11633,VIC,BRIMBANK CITY,7193,DEER PARK RESERVE,HISTORICAL,PARK,PARK,144.7772659,-37.7722517,14152,No Gender,,FALSE,,,,,,"Name honours John McLeod who served the Deer Park community for 48 years, particularly as a committee member and office bearer of the Deer Park Football and Cricket Clubs.",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brimbank City Council,,POINT (144.7772659 -37.7722517)
11634,VIC,BRIMBANK CITY,7194,DEER PARK SECONDARY COLLEGE,HISTORICAL,SESC,SECONDARY SCHOOL,144.766511,-37.7590408,14153,No Gender,,FALSE,,,,,,Named after Victoria University that is within close proximity.  ,,,,21,4,2011,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Departement of Education and Early Childhood Development,,POINT (144.766511 -37.7590408)
11635,VIC,BRIMBANK CITY,116782,DEER PARK WEST KINDERGARTEN,RECORDED,EAED,EARLY EDUCATION,144.764006,-37.7729578,116537,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.764006 -37.7729578)
11636,VIC,BRIMBANK CITY,7195,DEER PARK WEST PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,144.764443,-37.7719868,14154,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.764443 -37.7719868)
11637,VIC,NORTHERN GRAMPIANS SHIRE,7196,DEER POINT,REGISTERED,PEAK,PEAK,142.47626,-37.14457,2277,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.47626 -37.14457)
11638,VIC,MELBOURNE CITY,7197,DEGRAVES STREET,REGISTERED,POST,POST OFFICE,144.965881,-37.817509,20768,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.965881 -37.817509)
11639,VIC,EAST GIPPSLAND SHIRE,7198,DEIGHTON CREEK,REGISTERED,WACO,WATERCOURSE,147.4274603,-37.9784974,14155,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.4274603 -37.9784974)
11640,VIC,EAST GIPPSLAND SHIRE,32180,DEIGHTONS CREEK,HISTORICAL,WACO,WATERCOURSE,147.4274603,-37.9784974,14155,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.4274603 -37.9784974)
11641,VIC,BALLARAT CITY,100945,DELACOMBE,REGISTERED,LOCB,LOCALITY,143.8163951,-37.5780424,100931,Man,,FALSE,,,1998-09-24,"G38, p.2462",,"The suburb was named after Major General Sir Rohan Delacombe, Governor of Victoria, 1963-74.",,,,,,,Website,Victorian Places,,,,2015,,,,,,,,,,,Monash University,Delacombe,Victorian Places,https://www.victorianplaces.com.au/delacombe,,,,,,,,,,,,,POINT (143.8163951 -37.5780424)
11642,VIC,BALLARAT CITY,118492,DELACOMBE COMMUNITY KINDERGARTEN,RECORDED,EAED,EARLY EDUCATION,143.8184102,-37.5801558,118247,Man,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.8184102 -37.5801558)
11643,VIC,FRANKSTON CITY,7200,DELACOMBE PARK,REGISTERED,PARK,PARK,145.1268966,-38.1618432,14156,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1268966 -38.1618432)
11644,VIC,FRANKSTON CITY,116784,DELACOMBE PARK PRESCHOOL,RECORDED,EAED,EARLY EDUCATION,145.1263059,-38.1626868,116539,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1263059 -38.1626868)
11645,VIC,BALLARAT CITY,7201,DELACOMBE PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,143.8185342,-37.5847618,2280,Man,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.8185342 -37.5847618)
11646,VIC,BRIMBANK CITY,100946,DELAHEY,REGISTERED,LOCB,LOCALITY,144.7786736,-37.7188326,100932,Multi Gender,,FALSE,,,2002-01-31,"G5, p.163",,"It was named after the Delahey family who purchased land and settled in Keilor in 1848. The husband, Henry, died in an accident in 1851 and his widow, Mary, continued the farm and brought up a family, several of whom also settled in Keilor.",,,,,,,Website,Victorian Places,,,,2015,,,,,,,,,,,Monash University,Delahey,Victorian Places,https://www.victorianplaces.com.au/delahey,,,,,,,,,,,,,POINT (144.7786736 -37.7188326)
11647,VIC,BRIMBANK CITY,116785,DELAHEY CHILDRENS CENTRE,RECORDED,EAED,EARLY EDUCATION,144.771725,-37.7171908,116540,Multi Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.771725 -37.7171908)
11648,VIC,BRIMBANK CITY,103534,DELAHEY COMMUNITY CENTRE,REGISTERED,COCE,COMMUNITY CENTRE,144.7719611,-37.7171519,103516,Multi Gender,,FALSE,,,2008-07-03,"G27, p1580",,Named after the locality the community facility is situated.  ,,,,3,7,2008,Council,,,,,,,,1,,,,,,,,,,,,,,,,,,,Brimbank City Council ,Yes,22/4/2014,,,POINT (144.7719611 -37.7171519)
11649,VIC,BRIMBANK CITY,103576,DELAHEY EMERALD PARK,REGISTERED,PARK,PARK,144.7655638,-37.721427,103545,No Gender,,FALSE,,,2009-04-30,G18 p1018,,"Named after the locality the park is located in as well as the stone emerald, which is also the colour of grass.

Ordinary Council Meeting Minutes. Meeting number 272, 24 March 2009, pages 8833 - 8834",,,,,,,Council,,,,,,,,52-53,,,,,,,,,,,,,,,,,,,Brimbank City Council,Yes,Notice of Ordinary Council Meeting number 261,,,POINT (144.7655638 -37.721427)
11650,VIC,MILDURA RURAL CITY,121452,DELAMERE COURT RESERVE,REGISTERED,PARK,PARK,142.0657922,-34.1651293,120848,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.0657922 -34.1651293)
11651,VIC,MOYNE SHIRE,7203,DELANEY CORNER,REGISTERED,NBHD,NEIGHBOURHOOD,142.7984784,-38.5042923,2281,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.7984784 -38.5042923)
11652,VIC,MOYNE SHIRE,7204,DELANEY GAP,REGISTERED,PASS,PASS,141.8645898,-38.0915144,2282,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (141.8645898 -38.0915144)
11653,VIC,SOUTHERN GRAMPIANS SHIRE,7205,DELANYS CREEK,REGISTERED,WACO,WATERCOURSE,142.6618119,-37.7404034,2283,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.6618119 -37.7404034)
11654,VIC,MANSFIELD SHIRE,7207,DELATITE,REGISTERED,PRSH,PARISH OR HUNDRED,146.1704225,-37.117348,14159,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.1704225 -37.117348)
11655,VIC,MANSFIELD SHIRE,100947,DELATITE,REGISTERED,LOCB,LOCALITY,146.16282,-37.1297984,100933,,,FALSE,,,1999-06-10,G23 p.1368,,"Traditional owner language, devil.",,Yes,,,,,Book,John George Saxton,Victoria Place-Names And Their Origin,,,1907,Saxton and Buckie,Clifton Hill,-,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.16282 -37.1297984)
11656,VIC,UNINCORPORATED,7208,DELATITE,REGISTERED,CNTY,COUNTY,146.25126,-36.8317925,30386,,,FALSE,,,,,,"Parish, settlement, county, former shire, former pastoral run. Aboriginal (Taungurong) personal or place-name. The Delatite pastoral run (1844-79) was of about 12,000 ha near Mansfield but south of today's settlement of Delatite; the homestead, associated especially with the Chenery and Ritchie families (M. R. Clark), still exists. The settlement or locality of Delatite is on the Delatite River upstream of Piries. The county includes Mansfield, Strathbogie and part of Euroa. The shire of Delatite was created in 1994 (by amalgamation of the shires of Benalla and Mansfield) but was subdivided in 2002 into the Rural City of Benalla and the (re-established) shire of Mansfield. The pastoral run was allegedly named in honour of a woman who was the wife of either the Taungurong chief Beolite or (less likely) his son Barwite. But both Martin and Saxton say the word means devil. A quite different origin is given by George Augustus Robinson: ""Tal.la.tite is the name of the range south of Bayolite that leads to the Devils River near Waugh's"" (journal, 12 May 1840): in other words, the South Blue Range, but not the Blue Range (near Rubicon) as stated by Clark & Heydon. See also Barwite, Beolite, Delatite River, Loyola (pastoral run), South Blue Range and Taungurong Creek.",,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.25126 -36.8317925)
11657,VIC,MANSFIELD SHIRE,7209,DELATITE ARM,REGISTERED,INLE,INLET,145.9932002,-37.14374,14160,,,FALSE,,,,,,Lake Eildon. Flooded section of the Delatite River and its tributaries (inlets). This and the Goulburn Arm are the principal components of the lake. See also Delatite River and Lake Eildon.,,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.9932002 -37.14374)
11658,VIC,MANSFIELD SHIRE,7210,DELATITE PLANTATION,REGISTERED,PLAN,PLANTATION,145.9429225,-37.1390147,14161,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.9429225 -37.1390147)
11659,VIC,MANSFIELD SHIRE,7211,DELATITE RIVER,REGISTERED,WACO,WATERCOURSE,145.8882125,-37.1521645,14162,,,FALSE,,,,,,"Traditional Name: Delatite Explanation: personal name Discussion on Current Name: D.R. stn occupied 1839 by Watson and Hunter. N by John Hunter and mate Campbell after watching night corroboree (Blake 1977: 82),  Note also Blue Range (q.v.),  According to Blake (1977: 80) D. derives from n of wife of tribal leader Beeolite,  Robinson jnl, 1/6/1840.",Daungwurrung,Yes,,,,,Website,"Clark, Ian and Heydon, Toby",,,,2011,,,,,,,,,,,Victorian Aboriginal Corporation for Languages,,Victorian Aboriginal Corporation for Languages,http://www.vaclang.org.au,,,,,,,,,,,,,POINT (145.8882125 -37.1521645)
