,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,Gender,Gazette Published date,Gazette Reference,Gazette URL,Historical Information,Origin Language,Australian Indigenous Language,Anzac Related Name,Date First Recorded Day,Date First Recorded Month,Date First Recorded Year,Source,Author,Title,Date Published Day,Date Published Month,Date Published Year,Publisher,Place of Publication,Pages(s),Editor,Chapter Title,Journal Name,Issue,Year,Newspaper,File Number,Site Owner,Page Title,Site Title,Url,Location,Type of Artefact,Cartographer,Scale,Informant,Tape Title,Tape Number,Municipal Name,Endorsed by Council,Council Minutes,Organisation Name,Endorsed by GPNAP,WKT
1800,VIC,SOUTH GIPPSLAND SHIRE,123822,ELPHICKS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,146.2315785,-38.6615671,123125,,,,,"Francis Basil Elphick - 3148
Born in 1895 in Korumburra, one of nine children of Sarah (nee McNanaley) and Charles Osborne Elphick. He was an unmarried labourer and enlisted on 9 August 1916. He left Australia in December 1916 for England, where he spent time in training before proceeding to France. He was taken on strength to the 5th Battalion. In 1917 he spent time in hospital and was transferred to 38th Battalion in October 1918. He returned to Australia in early July 1919. He received the British War Medal and the Victory Medal. In 1920 he married Hylda Ellen Trounson, and moved to Queensland. Hylda died in 1942 and Francis died in Queensland in 1972.",,,Yes,,,,Artefact,,,24.0,9.0,2019.0,,,,,,,,,,,,,,,National Archives of Australia,Personnel dossier,,,,,,,,,,,POINT (146.2315785 -38.6615671)
1801,VIC,SOUTH GIPPSLAND SHIRE,123822,ELPHICKS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,146.2315785,-38.6615671,123125,,,,,"Charles Paul Leslie Elphick - 6249
Born in 1892 in Brunswick, one of nine children of Sarah (nee McNanley) and Charles Osborne Elphick. He was an unmarried labourer and enlisted on 2 May 1916. He embarked for England in September 1916 on the H.M.A.T Euripides and was taken on strength to the 20th Reinforcements of the 5th Battalion in France in December 1916. He spent 1917 and 1918 in France, with several hospital admissions for pleurisy and tuberculosis. He was transferred to the 37th Battalion in early 1918. He was wounded in action with gunshot wounds to the thigh in August 1918 and invalided to England in September 1918. He left England for Australia in March 1919. He received the British War Medal and the Victory Medal. Charles died in 1965 in Glenhuntly.",,,Yes,,,,Artefact,,,24.0,9.0,2019.0,,,,,,,,,,,,,,,National Archives of Australia,Personnel dossier,,,,,,,,,,,POINT (146.2315785 -38.6615671)
1802,VIC,SOUTH GIPPSLAND SHIRE,123822,ELPHICKS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,146.2315785,-38.6615671,123125,,,,,"James Charles Elphick - 1181
Born in 1888 in Carlton, one of nine children of Sarah (nee McNanley) and Charles Osborne Elphick. He was an unmarried labourer and enlisted on 8 March 1916. He joined the 37th Battalion and left Australia in June 1916 for training in England. In November 1916 he proceeded to France, where he was promoted Lance Corporal in June 1917. After a period of sickness, he was promoted to Corporal in August 1918. He was transferred to 8th Battalion in mid-October 1918, where he was promoted to Temporary Sergeant, then Sergeant in January 1919. He was discharged on his return to Australia in July 1919. He received the British War Medal and the Victory Medal. In 1920 he married Ivy Alice Shaddock.",,,Yes,,,,Artefact,,,24.0,9.0,2019.0,,,,,,,,,,,,,,,National Archives of Australia,Personnel dossier,,,,,,,,,,,POINT (146.2315785 -38.6615671)
1803,VIC,BASS COAST SHIRE,127189,ELSA TERRACE,REGISTERED,RNO,ROAD NAME ORIGIN,145.3863025,-38.524553,126341,,,,,Boat name. ,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.3863025 -38.524553)
1804,VIC,BASS COAST SHIRE,127217,ELSFORD CLOSE,REGISTERED,RNO,ROAD NAME ORIGIN,145.2425268,-38.4508874,126377,,,,,"Elsford Guest House. 
",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2425268 -38.4508874)
1805,VIC,CARDINIA SHIRE,130157,ELSIE LANE,REGISTERED,RNO,ROAD NAME ORIGIN,145.6247431,-38.0790697,129108,,,,,The name is commemorative of Elsie Quigley who was an owner of part of the land the road provides access to.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinia Shire Council,Yes,,,,POINT (145.6247431 -38.0790697)
1806,VIC,WHITTLESEA CITY,130346,ELSIE STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.977721,-37.5410241,129285,,,,,"Link to Place:  Elsie is the mother of landowner (Ian Martin). Elsie was president of the Country Women&#39;s Association of Australia, looked after women who had been assaulted, were from abusive relationships. Elsie visited the farm regularly to assist with feeding cattle and goats, drove trailers and farm machinery until 90 years old.  She passed away aged 90.",English,,,20.0,10.0,2020.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Whittlesea,,,,,POINT (144.977721 -37.5410241)
1807,VIC,MILDURA RURAL CITY,126683,ELSTEAD CLOSE,REGISTERED,RNO,ROAD NAME ORIGIN,142.143376,-34.198694,125842,,,,,This roadway led to Elstead House which was built in 1894 and is one of the earliest surviving dwellings constructed in Mildura. It changed owners many times until it was purchased in 1947 by the Minister for Education and was used as a girl&#39;s hostel for boarders attending Mildura High School. The Department of Education was developing the site in 2011 and planned on demolishing the building until it was acquired by Mildura Rural City Council and relocated to its current location at the Mildura Station Homestead precinct for use as a community facility.,,,,,,2015.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Mildura Rural City,,,,,POINT (142.143376 -34.198694)
1808,VIC,WHITEHORSE CITY,128642,ELVA COURT,REGISTERED,RNO,ROAD NAME ORIGIN,145.1963254,-37.8096088,127780,,,,,"After Melva Ireland, daughter of Henry Ireland, niece of H. Dowton",,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1963254 -37.8096088)
1809,VIC,BASS COAST SHIRE,127204,ELVINGTON AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.2088713,-38.4573703,126356,,,,,British racing track. ,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2088713 -38.4573703)
1810,VIC,WANGARATTA RURAL CITY,123993,ELY STREET,REGISTERED,RNO,ROAD NAME ORIGIN,146.3261222,-36.3581204,123290,,,,,"Named after Albert L. Ely who read law in London before coming to Australia. He was a Council surveyor, clerk of courts and town clerk of the Borough of Wangaratta from 1879-1882. ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural City of Wangaratta,,,,,POINT (146.3261222 -36.3581204)
1811,VIC,GREATER GEELONG CITY,124483,EMBLING STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.3711402,-38.2279653,123779,,,,,The street names recognise members of the YMCA movement. Dr Thomas Embling is credited with the establishment of the YMCA in Victoria in 1853 and was its Foundation President.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,YMCA,,,,,POINT (144.3711402 -38.2279653)
1812,VIC,GREATER GEELONG CITY,123038,EMERALD PLACE,REGISTERED,RNO,ROAD NAME ORIGIN,144.3615805,-38.1467877,122403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.3615805 -38.1467877)
1813,VIC,WHITTLESEA CITY,123761,EMERY AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.1147822,-37.6118549,123070,,,,,Named after first day boy at Ivanhoe Grammar School,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Whittlesea,Yes,,,,POINT (145.1147822 -37.6118549)
1814,VIC,WARRNAMBOOL CITY,121178,EMMA AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,142.5028755,-38.388239,120655,,,,,"Subdivider, Norman Wesley Gebert (1914-1989), named this street after his mother, Mary Emma Gebert (nee McLean) (1888-1982). The subdivision took place in 1949.",,,,,,1949.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.5028755 -38.388239)
1815,VIC,WARRNAMBOOL CITY,121178,EMMA AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,142.5028755,-38.388239,120655,,,,,"Subdivider, Norman Wesley Gebert, named this street after his mother, Mary Emma Gebert (nee McLean) (1888-1982). ",,,,10.0,5.0,1949.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.5028755 -38.388239)
1816,VIC,MORELAND CITY,122866,EMMA STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.97327,-37.7042926,122237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.97327 -37.7042926)
1817,VIC,STONNINGTON CITY,123798,EMO ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0504573,-37.881762,123102,,,,,Previously known as Grace Street. ,,,,,,,Council,,,,,,,,5,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0504573 -37.881762)
1818,VIC,STONNINGTON CITY,123798,EMO ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0504573,-37.881762,123102,,,,,"Emo was an old house built before 1885. South of Emo House, Emo Road remained largely underdeveloped until 1888, when lots were sold as part of the Caulfield Junction Estate. ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Malvern Historical Society,,January 2019 Newsletter,,,POINT (145.0504573 -37.881762)
1819,VIC,STONNINGTON CITY,123798,EMO ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0504573,-37.881762,123102,,,,,Previously known as Beech Street. ,,,,,,,Council,,,,,,,,2,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0504573 -37.881762)
1820,VIC,MELBOURNE CITY,126452,EMPRESS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,144.9122977,-37.8410387,125614,,,,,"The Empress of Tasmania was the first vessel to berth at Webb Dock, she was a passenger ferry to Tasmania and maintains the strategic Tasmanian / Port of Melbourne connection.",,,,,,2014.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne City,,,,,POINT (144.9122977 -37.8410387)
1821,VIC,BOROONDARA CITY,123049,EMPRESS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0955202,-37.82106,122414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0955202 -37.82106)
1822,VIC,BENALLA RURAL CITY,122885,EMU BRIDGE ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,146.0590274,-36.611675,122254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.0590274 -36.611675)
1823,VIC,GREATER GEELONG CITY,126784,EMU COURT,REGISTERED,RNO,ROAD NAME ORIGIN,144.3503091,-38.0880816,125943,,,,,Maintaining a bird theme.,,,,,,2016.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater Geelong City,,,,,POINT (144.3503091 -38.0880816)
1824,VIC,BASS COAST SHIRE,127788,ENDEAVOUR COURT,REGISTERED,RNO,ROAD NAME ORIGIN,145.2240339,-38.4561338,126950,,,,,The Endeavour (Ship).,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2240339 -38.4561338)
1825,VIC,WHITEHORSE CITY,128643,ENDEAVOUR STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1977766,-37.8068975,127781,,,,,"By Cdr. Turner, after James Cook&#39;s ship
",,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1977766 -37.8068975)
1826,VIC,MELBOURNE CITY,125634,ENDION MEWS,REGISTERED,RNO,ROAD NAME ORIGIN,144.9861497,-37.8339581,124849,,,,,"This honours &#39;Endion&#39; the original name of the abutting and noted &#39;Kingsgate&#39; residence at No. 252 Domain Road.
Endion was built in 1890 and displays features of the Gothic Revival era.",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne City,,,,,POINT (144.9861497 -37.8339581)
1827,VIC,BASS COAST SHIRE,127784,ENSIGN STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.440741,-38.431812,126946,,,,,"Flag on a vessel indicating nationality.
",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.440741 -38.431812)
1828,VIC,WARRNAMBOOL CITY,121179,ENTERPRISE COURT,REGISTERED,RNO,ROAD NAME ORIGIN,142.4647492,-38.3627855,120656,,,,,"The ""Enterprise"" was built in New Zealand in 1847. She was wrecked in Warrnambool Bay 1850 carrying potatoes & wheat from Melbourne. Not the same ""Enterprise"" sailed by John Pascoe Fawkner.
",,,,25.0,2.0,1970.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.4647492 -38.3627855)
1829,VIC,WHITTLESEA CITY,130291,EQUINOX LANE,REGISTERED,RNO,ROAD NAME ORIGIN,144.9923414,-37.6129845,129239,,,,,"Link to Place = Astronomy
Equinox means either of the two moments in the year when the Sun is exactly above the Equator and day and night are of equal length. Also, either of the two points in the sky where the ecliptic (the Sun&#39;s annual pathway) and the celestial equator intersect.",English,,,21.0,3.0,2024.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Whittlesea,,,,,POINT (144.9923414 -37.6129845)
1830,VIC,MELBOURNE CITY,120144,EQUITABLE PLACE,REGISTERED,RNO,ROAD NAME ORIGIN,144.9630032,-37.8153916,119717,,,,,"Equitable Life Assurance offices on Elizabeth-Collins Street corner were built by Dame Nellie Melba's father, David Mitchell.",,,,18.0,2.0,2004.0,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Historical Society of Victoria,,POINT (144.9630032 -37.8153916)
1831,VIC,WHITEHORSE CITY,128402,ERAM ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.1371425,-37.7988488,127551,,,,,Named after owners E.R. and A.M. Wirk.,,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",55,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1371425 -37.7988488)
1832,VIC,WHITEHORSE CITY,128372,ERASMUS STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1125284,-37.8305276,127521,,,,,"Purportedly named after Desiderius Erasmus, a Dutch humanist.",,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",50,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1125284 -37.8305276)
1833,VIC,STONNINGTON CITY,125044,ERICA AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.0467893,-37.8641799,124283,,,,,Previously known as Victor Road. ,,,,,,,Council,,,,,,,,12,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0467893 -37.8641799)
1834,VIC,STONNINGTON CITY,125044,ERICA AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.0467893,-37.8641799,124283,,,,,Previously known as Albert Road. ,,,,,,,Council,,,,,,,,1,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0467893 -37.8641799)
1835,VIC,WHITEHORSE CITY,128644,ERICA COURT,REGISTERED,RNO,ROAD NAME ORIGIN,145.1474742,-37.8063798,127782,,,,,One of a series of floral names,,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1474742 -37.8063798)
1836,VIC,EAST GIPPSLAND SHIRE,126161,ERICKSON LANE,REGISTERED,RNO,ROAD NAME ORIGIN,147.7216038,-37.9186342,125330,,,,,"Sylvia Erickson constructed The Slip at Paynesville in 1887. Erickson constructed the SS JCD in 1888 which operated on the Lakes until 1934. The Slip and Winch shed at Paynesville are of historical importance for their ability to demonstrate the importance of shipping in the Lakes region of East Gippsland and because of their representation of the lucrative intra-lakes and ocean shipping trade which operated between 1858 and 1931. Of all the early builders in Gippsland, Erickson was probably the biggest and best known.",,,,,,2012.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,East Gippsland Shire,,,,,POINT (147.7216038 -37.9186342)
1837,VIC,WHITEHORSE CITY,128645,ERNEST STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.142396,-37.8128754,127783,,,,,"After Ernest Wright (dairy), subdivider",,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.142396 -37.8128754)
1838,VIC,MOUNT ALEXANDER SHIRE,124965,ESCOTT ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,144.2673637,-37.127728,124204,,,,,"Named after Elizabeth Escott, a widow with eleven children who migrated to the goldfields after the death of her husband. A daughter, Fanny died of consumption at Blacksmith's Gully in 1856, and Elizabeth died six months later. Their graves are near the road.",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Alexander Shire Council,Yes,,,,POINT (144.2673637 -37.127728)
1839,VIC,LATROBE CITY,123205,ESLER STREET,REGISTERED,RNO,ROAD NAME ORIGIN,146.558071,-38.2078904,122566,,,,,"Named after Cr Robert Craig Esler (Jnr) who was a Traralgon Shire Councilor for 10years, and held the position of Shire President for one term in 1957-1958 .",,,,,,,Book,Traralgon and District Historical Society,A Tableau Through Time,,11.0,1984.0,Traralgon and District Historical Society,Traralgon,77-78,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.558071 -38.2078904)
1840,VIC,LATROBE CITY,123204,ESLER TRACK,REGISTERED,RNO,ROAD NAME ORIGIN,146.5769183,-38.4088829,122565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.5769183 -38.4088829)
1841,VIC,WANGARATTA RURAL CITY,123994,ESMOND STREET,REGISTERED,RNO,ROAD NAME ORIGIN,146.2997958,-36.3487663,123291,,,,,"Esmond was the name of a locality near the junction of the Ovens and Murray Rivers, where a small township was located. The McInnes family had property there, and gave the name to the road. ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural City of Wangaratta,,,,,POINT (146.2997958 -36.3487663)
1842,VIC,STONNINGTON CITY,125219,ESSEX STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.0584164,-37.8600374,124458,,,,,Previously known as Railway Street. ,,,,,,,Council,,,,,,,,10,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0584164 -37.8600374)
1843,VIC,WHITEHORSE CITY,128125,ESSEX STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1374375,-37.8058865,127276,,,,,"Named after Essex, a county of England.",,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",21,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1374375 -37.8058865)
1844,VIC,WHITEHORSE CITY,128646,ESSEX STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1631584,-37.8098702,127784,,,,,One of a series of English place names,,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1631584 -37.8098702)
1845,VIC,WARRNAMBOOL CITY,121180,ESSINGTON COURT,REGISTERED,RNO,ROAD NAME ORIGIN,142.4671786,-38.3840738,120657,,,,,"Built in Sydney in 1826 by the Government as a troop and convict transport, the ""Essington"" was privately owned when wrecked in 1852 off Port Fairy carrying general cargo from Sydney to Port Fairy.

Quite possibly the boat was named for Vice-Admiral Sir William Essington (c.1753-1816).",,,,,,1993.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.4671786 -38.3840738)
1846,VIC,BALLARAT CITY,126678,ESTATE LANE,REGISTERED,RNO,ROAD NAME ORIGIN,143.869758,-37.6676102,125837,,,,,The laneway had been unofficially called &#34;Estate Lane&#34; for many decades and was known locally by this name.,,,,,,2015.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballarat City,,,,,POINT (143.869758 -37.6676102)
1847,VIC,BASS COAST SHIRE,127395,ESTUARY VIEW,REGISTERED,RNO,ROAD NAME ORIGIN,145.7611206,-38.6302534,126556,,,,,Landscape / Location.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.7611206 -38.6302534)
1848,VIC,STONNINGTON CITY,126792,EUCALYPT AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.0631028,-37.8785833,125951,,,,,Gives emphasis to the concept of local flora on and around the site.,,,,,,2016.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Stonnington City,,,,,POINT (145.0631028 -37.8785833)
1849,VIC,BASS COAST SHIRE,127289,EUCALYPT CLOSE,REGISTERED,RNO,ROAD NAME ORIGIN,145.2412585,-38.4625194,126449,,,,,Flora / Fauna.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2412585 -38.4625194)
1850,VIC,STONNINGTON CITY,125062,EUSTON STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.0413403,-37.8568313,124301,,,,,Previously know as Barkley/Barkly Street. ,,,,,,,Council,,,,,,,,2,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0413403 -37.8568313)
1851,VIC,WHITEHORSE CITY,128134,EVAN STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1353539,-37.8149429,127285,,,,,"Named after Mary Evans, sister of Mrs. Patrick McKean whose husband was a local landowner.",,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",21,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1353539 -37.8149429)
1852,VIC,WHITEHORSE CITY,128647,EVANDALE AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.1727139,-37.8107368,127785,,,,,By Wright family after name of their hometown in England,,,,,,,Website,Whitehorse Historical Society Inc.,,20.0,12.0,2022.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1727139 -37.8107368)
1853,VIC,STONNINGTON CITY,125143,EVANS COURT,REGISTERED,RNO,ROAD NAME ORIGIN,145.0244193,-37.84293,124382,,,,,Previously known as Grong Grong Court. ,,,,,,,Council,,,,,,,,6,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0244193 -37.84293)
1854,VIC,WANGARATTA RURAL CITY,123995,EVANS LANE,REGISTERED,RNO,ROAD NAME ORIGIN,146.3777933,-36.448733,123292,,,,,"Named after Councillor Evan Mylor, who served 22 years with the Shire of Oxley.",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural City of Wangaratta,,,,,POINT (146.3777933 -36.448733)
1855,VIC,WANGARATTA RURAL CITY,123995,EVANS LANE,REGISTERED,RNO,ROAD NAME ORIGIN,146.3777933,-36.448733,123292,,,,,"Named after Daniel Hugh Evans, J.P. He was a flour miller, station owner, Councillor, member of the Hospital Committee, member of the Agricultural Socierty and Ethenaeum and Library board, on the school board, and was custodian of Holy Trinity Church. He sat on the bench for 14 years. ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural City of Wangaratta,,,,,POINT (146.3777933 -36.448733)
1856,VIC,WARRNAMBOOL CITY,121181,EVELYN CRESCENT,REGISTERED,RNO,ROAD NAME ORIGIN,142.495718,-38.371802,120658,,,,,The Altmann family named this crescent using the second name of Mrs. Isabel Evelyn Altmann (nee Wilson) (1914-2003).,,,,,,1993.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.495718 -38.371802)
1857,VIC,WARRNAMBOOL CITY,121181,EVELYN CRESCENT,REGISTERED,RNO,ROAD NAME ORIGIN,142.495718,-38.371802,120658,,,,,"Subdivided by Walter Ernest Altmann (1918-1989) & his sister-in-law Isabel Evelyn Altmann nee Wilson (1914-2003). 

Evelyn comes from the French word 'Aveline' which means 'little bird'.",,,,,,1993.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.495718 -38.371802)
1858,VIC,MOONEE VALLEY CITY,128857,EVERAGE STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.9220995,-37.7656985,127980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9220995 -37.7656985)
1859,VIC,BASS COAST SHIRE,126208,EVERGREEN AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.7136106,-38.6399804,125377,,,,,Flora / Fauna. Previously known as Bass Street and Beach Avenue (western section).,,,,,,2014.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,,,,,POINT (145.7136106 -38.6399804)
1860,VIC,STONNINGTON CITY,126812,EVERGREEN MEWS,REGISTERED,RNO,ROAD NAME ORIGIN,145.0131531,-37.8515535,125971,,,,,Private road with the theme of the local flora.,,,,,,2016.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Stonnington City,,,,,POINT (145.0131531 -37.8515535)
1861,VIC,BASS COAST SHIRE,127221,EVERTON DRIVE,REGISTERED,RNO,ROAD NAME ORIGIN,145.2569627,-38.4630357,126381,,,,,"Everton was the name of the original home of the early settlers, Joseph Richardson and his wife Sarah Arbuckle. Everton was a Liverpool suburb where Joseph had lived prior to being transported to Australia. 
",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2569627 -38.4630357)
1862,VIC,WHITEHORSE CITY,128375,EVERTON GROVE,REGISTERED,RNO,ROAD NAME ORIGIN,145.1059502,-37.8269179,127524,,,,,Named after a town in England.,,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",50,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1059502 -37.8269179)
1863,VIC,STONNINGTON CITY,125138,EWART STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.0365078,-37.8715015,124377,,,,,Previously known as Gladstone Road. ,,,,,,,Council,,,,,,,,5,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0365078 -37.8715015)
